282-,-,-,-,-,-
-0.067704,0.012742,0.052394,-0.000335,0.001577,-0.007392
-0.074019,0.010816,0.054728,-0.000557,0.001370,-0.011422
-0.081534,0.009133,0.057064,-0.000684,0.001326,-0.015398
-0.089797,0.007952,0.059510,-0.000686,0.001553,-0.019223
-0.098522,0.007540,0.061947,-0.000420,0.002180,-0.022766
-0.107549,0.008003,0.063774,0.000338,0.003328,-0.025943
-0.116728,0.009114,0.063911,0.001768,0.005006,-0.028770
-0.125741,0.010426,0.061461,0.003791,0.006986,-0.031335
-0.134314,0.011556,0.056327,0.006031,0.008854,-0.033775
-0.142645,0.012252,0.049198,0.007977,0.010193,-0.036260
-0.151458,0.012405,0.041229,0.009172,0.010720,-0.038936
-0.161506,0.012116,0.033737,0.009385,0.010380,-0.041844
-0.173170,0.011525,0.027848,0.008666,0.009353,-0.044866
-0.186378,0.010477,0.024280,0.007263,0.007917,-0.047780
-0.200596,0.008575,0.023414,0.005473,0.006307,-0.050354
-0.214996,0.005784,0.025216,0.003575,0.004687,-0.052418
-0.228794,0.002681,0.029047,0.001848,0.003193,-0.053905
-0.241535,0.000001,0.033709,0.000560,0.001913,-0.054908
-0.253191,-0.001818,0.037866,-0.000089,0.000843,-0.055657
-0.264264,-0.002813,0.040794,-0.000067,-0.000052,-0.056378
-0.276126,-0.003309,0.042720,0.000462,-0.000688,-0.057121
-0.290693,-0.003236,0.044218,0.001253,-0.000805,-0.057706
-0.309317,-0.001770,0.045351,0.002152,-0.000130,-0.057828
-0.332336,0.001992,0.045823,0.003221,0.001442,-0.057218
-0.359319,0.007631,0.045294,0.004603,0.003772,-0.055656
-0.389393,0.013239,0.042792,0.006115,0.006510,-0.052825
-0.420907,0.017624,0.037134,0.007163,0.009206,-0.048437
-0.451065,0.021523,0.028350,0.007224,0.011419,-0.042560
-0.476984,0.025782,0.018171,0.006348,0.012807,-0.035754
-0.497020,0.029895,0.009355,0.005070,0.013190,-0.028820
-0.511043,0.032772,0.004073,0.003868,0.012584,-0.022350
-0.519947,0.033991,0.002649,0.002815,0.011161,-0.016457
-0.524919,0.033943,0.003898,0.001763,0.009155,-0.010938
-0.526833,0.033088,0.006410,0.000661,0.006796,-0.005565
-0.525988,0.031285,0.009573,-0.000382,0.004288,-0.000225
-0.522109,0.027811,0.013699,-0.001221,0.001781,0.005140
-0.514748,0.022271,0.019207,-0.001804,-0.000663,0.010584
-0.503816,0.015432,0.025811,-0.002124,-0.003060,0.016028
-0.489560,0.008850,0.032690,-0.002090,-0.005460,0.021255
-0.472343,0.003763,0.039123,-0.001542,-0.007834,0.026066
-0.452620,0.000428,0.044705,-0.000373,-0.009945,0.030392
-0.431095,-0.001633,0.049116,0.001336,-0.011408,0.034303
-0.408762,-0.003089,0.051881,0.003301,-0.011871,0.037942
-0.386651,-0.004325,0.052489,0.005173,-0.011227,0.041412
-0.365689,-0.005215,0.050815,0.006692,-0.009708,0.044709
-0.346465,-0.005600,0.047306,0.007724,-0.007798,0.047797
-0.328814,-0.005716,0.042768,0.008190,-0.006024,0.050674
-0.311850,-0.005893,0.038115,0.008045,-0.004788,0.053287
-0.294547,-0.006204,0.034254,0.007329,-0.004288,0.055448
-0.276412,-0.006491,0.031928,0.006208,-0.004514,0.056922
-0.257468,-0.006520,0.031464,0.004949,-0.005270,0.057564
-0.237924,-0.006089,0.032587,0.003837,-0.006258,0.057367
-0.218352,-0.005139,0.034540,0.003080,-0.007175,0.056453
-0.199598,-0.003801,0.036467,0.002733,-0.007800,0.055008
-0.182339,-0.002276,0.037796,0.002695,-0.008054,0.053209
-0.166909,-0.000670,0.038411,0.002778,-0.007992,0.051192
-0.153302,0.001020,0.038531,0.002822,-0.007722,0.049036
-0.141288,0.002878,0.038424,0.002779,-0.007325,0.046762
-0.130543,0.005044,0.038202,0.002694,-0.006825,0.044372
-0.120640,0.007539,0.037788,0.002645,-0.006236,0.041864
-0.110995,0.010141,0.037064,0.002669,-0.005665,0.039188
-0.100929,0.012485,0.036032,0.002748,-0.005343,0.036200
-0.090036,0.014279,0.034903,0.002836,-0.005485,0.032718
-0.078495,0.015483,0.033998,0.002899,-0.006114,0.028634
-0.066831,0.016214,0.033463,0.002902,-0.007038,0.023971
-0.055472,0.016485,0.033221,0.002765,-0.007981,0.018789
-0.044821,0.016254,0.033317,0.002364,-0.008743,0.013099
-0.035843,0.015630,0.034041,0.001641,-0.009227,0.007001
-0.029995,0.014779,0.035720,0.000683,-0.009363,0.000742
-0.028123,0.013838,0.038493,-0.000287,-0.009064,-0.005373
-0.029865,0.012922,0.042136,-0.001001,-0.008268,-0.011048
-0.034083,0.011999,0.045855,-0.001255,-0.006993,-0.016124
-0.039575,0.010873,0.048416,-0.000993,-0.005376,-0.020671
-0.045673,0.009397,0.048990,-0.000338,-0.003629,-0.024914
-0.052440,0.007615,0.047781,0.000425,-0.001963,-0.029056
-0.060320,0.005660,0.045758,0.000961,-0.000475,-0.033142
-0.069766,0.003713,0.044028,0.001037,0.000908,-0.037052
-0.081055,0.002109,0.043226,0.000650,0.002381,-0.040616
-0.094196,0.001191,0.043286,0.000046,0.004142,-0.043723
-0.109028,0.000870,0.043747,-0.000469,0.006231,-0.046367
-0.125777,0.000628,0.044156,-0.000728,0.008456,-0.048674
-0.145160,0.000185,0.044220,-0.000755,0.010488,-0.050824
-0.167443,-0.000172,0.043726,-0.000672,0.012047,-0.052889
-0.192016,0.000030,0.042503,-0.000617,0.013033,-0.054778
-0.217877,0.001070,0.040561,-0.000691,0.013517,-0.056329
-0.244161,0.002945,0.038194,-0.000947,0.013652,-0.057418
-0.270530,0.005403,0.035814,-0.001389,0.013554,-0.058039
-0.297307,0.008110,0.033705,-0.001984,0.013216,-0.058317
-0.325318,0.010743,0.031969,-0.002671,0.012493,-0.058419
-0.355486,0.013031,0.030578,-0.003368,0.011154,-0.058427
-0.387958,0.014962,0.029417,-0.003964,0.009017,-0.058282
-0.421555,0.016736,0.028539,-0.004323,0.006056,-0.057806
-0.454616,0.018016,0.028316,-0.004416,0.002492,-0.056614
-0.486228,0.017927,0.029224,-0.004518,-0.001179,-0.053995
-0.515761,0.016485,0.031715,-0.005018,-0.004242,-0.049193
-0.541290,0.014760,0.036054,-0.005850,-0.005866,-0.041808
-0.559836,0.013361,0.041958,-0.006378,-0.005451,-0.032075
-0.569378,0.011905,0.048540,-0.005987,-0.003051,-0.020919
-0.570004,0.009766,0.054547,-0.004637,0.000610,-0.009483
-0.563219,0.007145,0.058684,-0.002761,0.004434,0.001306
-0.550810,0.005227,0.060170,-0.000828,0.007301,0.010784
-0.534434,0.004860,0.059212,0.000948,0.008478,0.018569
-0.515536,0.005567,0.056769,0.002587,0.007867,0.024596
-0.495220,0.006236,0.053870,0.004108,0.005865,0.029106
-0.474235,0.006137,0.051189,0.005406,0.003058,0.032532
-0.452935,0.005233,0.049109,0.006345,-0.000014,0.035315
-0.431333,0.003927,0.047939,0.006891,-0.002945,0.037778
-0.409536,0.002572,0.047768,0.007127,-0.005423,0.040158
-0.387903,0.001368,0.048207,0.007170,-0.007171,0.042684
-0.366465,0.000523,0.048473,0.007087,-0.007974,0.045485
-0.344440,0.000104,0.047843,0.006894,-0.007740,0.048491
-0.320963,-0.000091,0.046263,0.006590,-0.006551,0.051457
-0.296280,-0.000197,0.044312,0.006181,-0.004717,0.054051
-0.271531,0.000067,0.042447,0.005696,-0.002751,0.055958
-,-,-,-,-,-
-0.003289,0.000080,0.000615,0.000087,-0.000115,0.000924
-0.018733,0.000466,0.003525,0.000501,-0.000710,0.005269
-0.050897,0.001318,0.009732,0.001368,-0.002176,0.014352
-0.091543,0.002534,0.018013,0.002457,-0.004555,0.025901
-0.127245,0.003923,0.026083,0.003367,-0.007443,0.036154
-0.149170,0.005397,0.032212,0.003810,-0.010180,0.042581
-0.155241,0.006882,0.035740,0.003699,-0.012171,0.044547
-0.148428,0.008214,0.036992,0.003110,-0.013130,0.042861
-0.134056,0.009242,0.036958,0.002200,-0.013062,0.039008
-0.117334,0.009949,0.036838,0.001170,-0.012111,0.034462
-0.101815,0.010482,0.037482,0.000233,-0.010398,0.030299
-0.089032,0.010968,0.039131,-0.000397,-0.007900,0.027072
-0.078986,0.011258,0.041488,-0.000579,-0.004526,0.024876
-0.070971,0.011119,0.043857,-0.000329,-0.000411,0.023502
-0.064111,0.010599,0.045441,0.000199,0.003986,0.022577
-0.057516,0.009900,0.045682,0.000812,0.008055,0.021591
-0.050412,0.009121,0.044418,0.001341,0.011223,0.019941
-0.042606,0.008290,0.042052,0.001618,0.013101,0.017100
-0.034887,0.007482,0.039503,0.001470,0.013560,0.012798
-0.028732,0.006843,0.037724,0.000817,0.012753,0.007100
-0.025595,0.006532,0.037244,-0.000218,0.011059,0.000364
-0.026279,0.006463,0.038036,-0.001374,0.008923,-0.006915
-0.030806,0.006214,0.039744,-0.002430,0.006719,-0.014233
-0.038714,0.005496,0.042126,-0.003284,0.004750,-0.021161
-0.049419,0.004457,0.045194,-0.003892,0.003294,-0.027365
-0.062504,0.003350,0.048971,-0.004171,0.002624,-0.032630
-0.077961,0.002253,0.053120,-0.003956,0.003032,-0.036883
-0.095832,0.001117,0.056795,-0.003112,0.004723,-0.040177
-0.115428,-0.000092,0.058999,-0.001711,0.007554,-0.042636
-0.135602,-0.001207,0.059099,-0.000054,0.010982,-0.044470
-0.155705,-0.001805,0.057062,0.001498,0.014276,-0.045995
-0.175949,-0.001381,0.053351,0.002689,0.016756,-0.047568
-0.197211,0.000361,0.048708,0.003411,0.017994,-0.049478
-0.220720,0.003434,0.043876,0.003672,0.017892,-0.051847
-0.247761,0.007767,0.039283,0.003561,0.016639,-0.054565
-0.279287,0.013404,0.034957,0.003239,0.014581,-0.057292
-0.315346,0.020281,0.030730,0.002903,0.012089,-0.059541
-0.354809,0.027880,0.026347,0.002721,0.009472,-0.060774
-0.395460,0.035273,0.021576,0.002739,0.006937,-0.060532
-0.434347,0.041492,0.016503,0.002833,0.004589,-0.058542
-0.468543,0.045947,0.011753,0.002761,0.002457,-0.054805
-0.496096,0.048244,0.008220,0.002272,0.000490,-0.049540
-0.516899,0.047803,0.006499,0.001202,-0.001395,-0.043032
-0.532408,0.044695,0.006821,-0.000516,-0.003175,-0.035537
-0.544136,0.040302,0.009390,-0.002811,-0.004672,-0.027204
-0.552165,0.035926,0.014410,-0.005243,-0.005623,-0.018254
-0.555119,0.031430,0.021756,-0.007012,-0.005801,-0.009163
-0.551829,0.026027,0.030540,-0.007507,-0.005203,-0.000435
-0.542414,0.019746,0.039110,-0.006735,-0.004144,0.007672
-0.527703,0.013561,0.045677,-0.005112,-0.003160,0.015093
-0.508498,0.008462,0.049150,-0.003052,-0.002774,0.021767
-0.485572,0.004745,0.049620,-0.000868,-0.003213,0.027625
-0.459771,0.002153,0.047935,0.001150,-0.004286,0.032665
-0.431984,0.000414,0.044904,0.002750,-0.005554,0.036948
-0.403142,-0.000561,0.041091,0.003801,-0.006617,0.040543
-0.374132,-0.000897,0.037030,0.004293,-0.007270,0.043495
-0.345464,-0.000904,0.033352,0.004290,-0.007508,0.045839
-0.317381,-0.000925,0.030640,0.003887,-0.007444,0.047626
-0.290382,-0.001059,0.029157,0.003230,-0.007216,0.048902
-0.264872,-0.001114,0.028754,0.002520,-0.006936,0.049680
-0.240737,-0.000886,0.028958,0.001940,-0.006707,0.049905
-0.217704,-0.000405,0.029188,0.001582,-0.006667,0.049430
-0.195860,0.000163,0.029083,0.001420,-0.006947,0.048094
-0.175790,0.000740,0.028708,0.001340,-0.007558,0.045834
-0.158214,0.001414,0.028402,0.001204,-0.008336,0.042792
-0.143593,0.002311,0.028457,0.000898,-0.008998,0.039325
-0.131803,0.003451,0.028902,0.000385,-0.009307,0.035839
-0.122026,0.004751,0.029602,-0.000256,-0.009200,0.032588
-0.113169,0.006037,0.030503,-0.000864,-0.008723,0.029617
-0.104438,0.007013,0.031673,-0.001285,-0.007891,0.026836
-0.095598,0.007401,0.033126,-0.001467,-0.006658,0.024132
-0.086893,0.007091,0.034795,-0.001508,-0.004943,0.021439
-0.078719,0.006178,0.036627,-0.001599,-0.002737,0.018750
-0.071217,0.004908,0.038463,-0.001878,-0.000249,0.016086
-0.064109,0.003524,0.040104,-0.002338,0.002095,0.013381
-0.057152,0.002190,0.041833,-0.002868,0.003877,0.010409
-0.050611,0.001012,0.044346,-0.003342,0.004924,0.006866
-0.045302,0.000061,0.047998,-0.003646,0.005373,0.002560
-0.042382,-0.000521,0.052565,-0.003675,0.005542,-0.002479
-0.042976,-0.000548,0.057402,-0.003344,0.005746,-0.008033
-0.047636,-0.000011,0.061425,-0.002598,0.006185,-0.013793
-0.055906,0.000840,0.063465,-0.001445,0.006892,-0.019466
-0.066581,0.001741,0.062877,-0.000013,0.007738,-0.024860
-0.078775,0.002671,0.059735,0.001464,0.008503,-0.029924
-0.092591,0.003628,0.054780,0.002724,0.008976,-0.034725
-0.108750,0.004510,0.049168,0.003573,0.009073,-0.039336
-0.128262,0.005443,0.043876,0.003918,0.008877,-0.043765
-0.152084,0.006731,0.039374,0.003783,0.008538,-0.047948
-0.180226,0.008473,0.035793,0.003280,0.008166,-0.051705
-0.211689,0.010644,0.033109,0.002519,0.007803,-0.054761
-0.245211,0.013323,0.031235,0.001568,0.007427,-0.056870
-0.279834,0.016658,0.030041,0.000482,0.006975,-0.057878
-0.314945,0.020821,0.029331,-0.000626,0.006406,-0.057764
-0.350005,0.025932,0.028852,-0.001540,0.005744,-0.056611
-0.384376,0.031717,0.028251,-0.002023,0.005079,-0.054527
-0.417182,0.037248,0.027165,-0.001937,0.004531,-0.051570
-0.447207,0.041386,0.025637,-0.001330,0.004184,-0.047748
-0.473234,0.043375,0.024025,-0.000435,0.004025,-0.043079
-0.494732,0.042963,0.022301,0.000354,0.003936,-0.037561
-0.512061,0.040653,0.020101,0.000477,0.003723,-0.031088
-0.525660,0.037608,0.017823,-0.000439,0.003266,-0.023577
-0.534928,0.034385,0.016985,-0.002135,0.002647,-0.015143
-0.538420,0.030396,0.018859,-0.003880,0.002100,-0.006177
-0.535411,0.025166,0.023130,-0.005049,0.001748,0.002677
-0.526737,0.019275,0.028292,-0.005433,0.001447,0.010829
-0.513921,0.013696,0.032875,-0.005141,0.000915,0.017986
-0.498019,0.008867,0.036187,-0.004384,-0.000051,0.024115
-0.479389,0.004711,0.038342,-0.003399,-0.001409,0.029383
-0.458057,0.001100,0.039773,-0.002431,-0.002842,0.034072
-0.434107,-0.001859,0.040761,-0.001639,-0.003946,0.038424
-0.407860,-0.003850,0.041253,-0.001024,-0.004457,0.042504
-0.379874,-0.004713,0.040984,-0.000481,-0.004378,0.046177
-0.350894,-0.004624,0.039732,0.000088,-0.003954,0.049189
-0.321689,-0.003911,0.037502,0.000675,-0.003550,0.051314
-0.292812,-0.002906,0.034505,0.001162,-0.003520,0.052433
-0.264439,-0.001917,0.031154,0.001396,-0.004091,0.052511
-0.236269,-0.001121,0.028152,0.001238,-0.005333,0.051499
-0.208119,-0.000557,0.026329,0.000609,-0.007159,0.049352
-0.180938,-0.000285,0.026262,-0.000446,-0.009310,0.046189
-0.156439,-0.000305,0.028111,-0.001750,-0.011412,0.042321
-0.135990,-0.000407,0.031647,-0.003018,-0.013066,0.038143
-0.120166,-0.000437,0.036371,-0.003919,-0.013889,0.034063
-0.108652,-0.000475,0.041639,-0.004224,-0.013568,0.030449
-0.100386,-0.000572,0.046762,-0.003905,-0.011915,0.027583
-0.093899,-0.000632,0.051057,-0.003104,-0.008924,0.025593
-0.087730,-0.000699,0.053909,-0.002026,-0.004787,0.024421
-0.080735,-0.001024,0.055082,-0.000891,0.000119,0.023812
-0.072297,-0.001672,0.054983,0.000078,0.005297,0.023346
-,-,-,-,-,-
-0.000510,0.000010,0.000968,0.000017,0.000358,0.000229
-0.002904,-0.000005,0.005537,0.000106,0.002056,0.001239
-0.007844,-0.000019,0.015173,0.000339,0.005615,0.002996
-0.013937,0.000374,0.027682,0.000772,0.010044,0.004154
-0.019168,0.001625,0.039274,0.001425,0.013616,0.002983
-0.022884,0.003497,0.047286,0.002238,0.015144,-0.001323
-0.026290,0.005162,0.051034,0.003079,0.014432,-0.008428
-0.031731,0.006011,0.051344,0.003817,0.012143,-0.017263
-0.041467,0.006091,0.049325,0.004377,0.009376,-0.026495
-0.056681,0.005848,0.045718,0.004754,0.007117,-0.034965
-0.077242,0.005785,0.041105,0.004981,0.005883,-0.041969
-0.102156,0.006334,0.036159,0.005097,0.005726,-0.047293
-0.130181,0.007813,0.031524,0.005117,0.006436,-0.051075
-0.160365,0.010404,0.027513,0.005056,0.007739,-0.053597
-0.192239,0.014125,0.024019,0.004956,0.009373,-0.055116
-0.225496,0.018833,0.020817,0.004899,0.011067,-0.055820
-0.259774,0.024210,0.017869,0.004984,0.012541,-0.055852
-0.294920,0.029824,0.015128,0.005290,0.013565,-0.055324
-0.331539,0.035364,0.012115,0.005824,0.013986,-0.054276
-0.370410,0.040635,0.008093,0.006494,0.013703,-0.052644
-0.410681,0.045366,0.002725,0.007062,0.012687,-0.050290
-0.449691,0.049199,-0.003748,0.007200,0.010973,-0.047022
-0.484160,0.051699,-0.010553,0.006649,0.008643,-0.042722
-0.511316,0.052232,-0.016253,0.005332,0.005807,-0.037501
-0.530073,0.050194,-0.019283,0.003217,0.002597,-0.031561
-0.541442,0.045877,-0.018728,0.000142,-0.000798,-0.024944
-0.547309,0.040351,-0.014140,-0.003807,-0.004092,-0.017636
-0.548646,0.034068,-0.005157,-0.007859,-0.006933,-0.009882
-0.545159,0.026815,0.008050,-0.010873,-0.009029,-0.002155
-0.536328,0.018869,0.024160,-0.011980,-0.010226,0.005118
-0.522169,0.011176,0.040545,-0.010925,-0.010490,0.011804
-0.503071,0.004609,0.053839,-0.008037,-0.009864,0.018030
-0.479657,-0.000518,0.061374,-0.004036,-0.008490,0.023940
-0.452566,-0.004312,0.062364,0.000128,-0.006586,0.029589
-0.422420,-0.007021,0.058053,0.003493,-0.004376,0.035009
-0.390482,-0.008765,0.051009,0.005399,-0.002069,0.040153
-0.358421,-0.009467,0.043906,0.005718,0.000138,0.044857
-0.327429,-0.009144,0.038450,0.004829,0.002033,0.048891
-0.298015,-0.008146,0.035156,0.003379,0.003355,0.051976
-0.270193,-0.006968,0.033724,0.001990,0.003868,0.053843
-0.243718,-0.005913,0.033378,0.001052,0.003477,0.054306
-0.218452,-0.004917,0.033240,0.000678,0.002291,0.053314
-0.194656,-0.003671,0.032689,0.000757,0.000594,0.050987
-0.172939,-0.002008,0.031472,0.001036,-0.001297,0.047582
-0.153975,0.000034,0.029646,0.001215,-0.003155,0.043428
-0.138196,0.002347,0.027545,0.001074,-0.004870,0.038870
-0.125621,0.004685,0.025812,0.000560,-0.006380,0.034236
-0.115815,0.006737,0.025231,-0.000225,-0.007564,0.029832
-0.107963,0.008302,0.026328,-0.001101,-0.008122,0.025946
-0.101219,0.009369,0.029084,-0.001876,-0.007637,0.022796
-0.095118,0.010128,0.032872,-0.002398,-0.005849,0.020494
-0.089440,0.010828,0.036547,-0.002573,-0.002833,0.018992
-0.083714,0.011620,0.038823,-0.002384,0.000945,0.017969
-0.077384,0.012530,0.039001,-0.001897,0.004731,0.016838
-0.070550,0.013471,0.037354,-0.001276,0.007822,0.014991
-0.064191,0.014341,0.034733,-0.000737,0.009887,0.012056
-0.059578,0.015176,0.031979,-0.000435,0.010966,0.007993
-0.057593,0.016168,0.029557,-0.000379,0.011241,0.003030
-0.058306,0.017360,0.027466,-0.000455,0.010831,-0.002537
-0.061106,0.018417,0.025497,-0.000512,0.009724,-0.008509
-0.065501,0.018887,0.023595,-0.000485,0.007922,-0.014773
-0.071683,0.018561,0.022000,-0.000452,0.005588,-0.021189
-0.080261,0.017522,0.021044,-0.000559,0.003042,-0.027521
-0.092030,0.016015,0.020891,-0.000903,0.000659,-0.033524
-0.107614,0.014362,0.021485,-0.001474,-0.001258,-0.039027
-0.126711,0.012869,0.022625,-0.002152,-0.002508,-0.043859
-0.148247,0.011644,0.024074,-0.002792,-0.002971,-0.047835
-0.171279,0.010581,0.025688,-0.003317,-0.002605,-0.050848
-0.195458,0.009674,0.027458,-0.003753,-0.001433,-0.052892
-0.221145,0.009337,0.029420,-0.004155,0.000490,-0.054017
-0.249446,0.010192,0.031558,-0.004518,0.003071,-0.054289
-0.281722,0.012702,0.033505,-0.004746,0.006114,-0.053766
-0.318681,0.017220,0.034325,-0.004663,0.009258,-0.052503
-0.359492,0.023776,0.032865,-0.004079,0.011945,-0.050533
-0.401677,0.031566,0.028426,-0.002891,0.013504,-0.047877
-0.441991,0.038910,0.021275,-0.001224,0.013406,-0.044566
-0.477378,0.043923,0.012497,0.000519,0.011487,-0.040673
-0.505517,0.045667,0.003719,0.001798,0.007985,-0.036286
-0.525237,0.044368,-0.003023,0.002077,0.003436,-0.031365
-0.536930,0.040703,-0.006298,0.000929,-0.001447,-0.025657
-0.542251,0.035890,-0.005781,-0.001673,-0.005851,-0.018936
-0.542902,0.031336,-0.001471,-0.005126,-0.009088,-0.011225
-0.539389,0.027318,0.006219,-0.008404,-0.010821,-0.002852
-0.531058,0.023104,0.015949,-0.010599,-0.011137,0.005634
-0.517454,0.018361,0.025855,-0.011310,-0.010448,0.013711
-0.499136,0.013547,0.034192,-0.010636,-0.009294,0.021066
-0.477297,0.009175,0.039796,-0.008947,-0.008121,0.027593
-0.453240,0.005374,0.042397,-0.006690,-0.007160,0.033327
-0.428000,0.002100,0.042483,-0.004304,-0.006438,0.038392
-0.402104,-0.000614,0.040729,-0.002165,-0.005850,0.042926
-0.375684,-0.002650,0.037719,-0.000528,-0.005293,0.046978
-0.348805,-0.003972,0.034117,0.000499,-0.004760,0.050481
-0.321640,-0.004669,0.030688,0.000941,-0.004322,0.053294
-0.294201,-0.004813,0.028014,0.000899,-0.004058,0.055248
-0.266285,-0.004353,0.026293,0.000520,-0.004031,0.056186
-0.238193,-0.003279,0.025385,-0.000024,-0.004338,0.056001
-0.210732,-0.001753,0.025038,-0.000568,-0.005141,0.054607
-0.184637,-0.000030,0.024987,-0.001004,-0.006586,0.051950
-0.160498,0.001675,0.024891,-0.001329,-0.008711,0.048035
-0.139017,0.003209,0.024653,-0.001630,-0.011396,0.043008
-0.121093,0.004395,0.024795,-0.002040,-0.014345,0.037222
-0.107378,0.005078,0.026114,-0.002650,-0.017112,0.031215
-0.097949,0.005298,0.029072,-0.003432,-0.019184,0.025584
-0.092258,0.005273,0.033523,-0.004194,-0.020093,0.020826
-0.089243,0.005221,0.038874,-0.004635,-0.019509,0.017237
-0.087712,0.005165,0.044406,-0.004523,-0.017280,0.014890
-0.086623,0.004797,0.049403,-0.003843,-0.013443,0.013667
-0.085231,0.003804,0.053320,-0.002797,-0.008224,0.013329
-0.083363,0.002440,0.056051,-0.001685,-0.001876,0.013596
-0.081458,0.001494,0.057792,-0.000746,0.005405,0.014199
-0.080188,0.001770,0.058572,-0.000053,0.013212,0.014843
-0.080075,0.003594,0.058093,0.000476,0.020806,0.015162
-0.081327,0.006758,0.056095,0.000984,0.027306,0.014764
-0.083857,0.010825,0.052674,0.001568,0.031919,0.013303
-0.087344,0.015357,0.048123,0.002237,0.034123,0.010532
-0.091313,0.020038,0.042601,0.002943,0.033725,0.006303
-0.095509,0.024665,0.036133,0.003659,0.030781,0.000542
-0.100338,0.028935,0.028884,0.004398,0.025533,-0.006731
-0.106778,0.032360,0.021383,0.005138,0.018459,-0.015262
-0.115849,0.034454,0.014514,0.005742,0.010323,-0.024467
-0.128038,0.034946,0.009148,0.005972,0.002096,-0.033516
-0.143146,0.033776,0.005832,0.005571,-0.005243,-0.041556
-0.160718,0.031130,0.005001,0.004382,-0.010914,-0.047920
-0.180738,0.027627,0.007173,0.002440,-0.014364,-0.052177
-0.203345,0.024127,0.012483,0.000034,-0.015258,-0.054115
-0.227702,0.021129,0.020392,-0.002335,-0.013576,-0.053743
-0.252041,0.018535,0.029976,-0.004174,-0.009593,-0.051239
-0.274392,0.016266,0.039839,-0.005152,-0.003826,-0.046955
-,-,-,-,-,-
-0.005681,0.000344,0.000785,0.000024,0.000379,-0.000448
-0.032791,0.002019,0.004311,0.000199,0.002186,-0.002559
-0.091109,0.005763,0.011241,0.000743,0.006043,-0.007028
-0.169544,0.011162,0.019232,0.001757,0.011060,-0.012948
-0.247041,0.017181,0.025002,0.003080,0.015535,-0.018755
-0.308134,0.023001,0.026607,0.004400,0.018109,-0.023389
-0.347646,0.028171,0.023920,0.005419,0.018221,-0.026529
-0.368828,0.032373,0.018188,0.005948,0.016095,-0.028357
-0.378911,0.035538,0.011156,0.005915,0.012461,-0.029217
-0.385011,0.037783,0.004281,0.005388,0.008161,-0.029409
-0.392020,0.038880,-0.001387,0.004535,0.003807,-0.029070
-0.402220,0.038781,-0.005085,0.003488,-0.000272,-0.028140
-0.415357,0.037971,-0.006425,0.002335,-0.003829,-0.026441
-0.429357,0.036536,-0.005484,0.001218,-0.006595,-0.023814
-0.441618,0.034166,-0.002706,0.000278,-0.008362,-0.020218
-0.450097,0.030998,0.001343,-0.000439,-0.009054,-0.015754
-0.453907,0.027603,0.006057,-0.000977,-0.008771,-0.010617
-0.453259,0.024531,0.010778,-0.001398,-0.007822,-0.005071
-0.448872,0.022129,0.014980,-0.001722,-0.006649,0.000567
-0.441421,0.020539,0.018487,-0.001912,-0.005682,0.005962
-0.431423,0.019701,0.021351,-0.001915,-0.005151,0.010833
-0.419471,0.019463,0.023586,-0.001708,-0.005012,0.015013
-0.406348,0.019575,0.025162,-0.001328,-0.005075,0.018510
-0.392825,0.019607,0.026159,-0.000875,-0.005169,0.021494
-0.379304,0.019175,0.026785,-0.000478,-0.005199,0.024217
-0.365480,0.018172,0.027278,-0.000222,-0.005125,0.026911
-0.350606,0.016686,0.027838,-0.000116,-0.004937,0.029693
-0.334357,0.014952,0.028552,-0.000110,-0.004669,0.032465
-0.317056,0.013341,0.029343,-0.000149,-0.004407,0.034978
-0.299391,0.012163,0.030006,-0.000201,-0.004251,0.036957
-0.282147,0.011546,0.030308,-0.000258,-0.004262,0.038180
-0.266002,0.011435,0.030184,-0.000337,-0.004439,0.038564
-0.251529,0.011612,0.029840,-0.000488,-0.004725,0.038207
-0.239105,0.011837,0.029629,-0.000760,-0.005031,0.037356
-0.228704,0.012009,0.029899,-0.001164,-0.005272,0.036326
-0.219856,0.012110,0.030917,-0.001651,-0.005379,0.035400
-0.211792,0.012108,0.032785,-0.002123,-0.005298,0.034756
-0.203609,0.012070,0.035250,-0.002458,-0.005018,0.034405
-0.194474,0.012196,0.037635,-0.002519,-0.004608,0.034167
-0.184058,0.012610,0.039260,-0.002219,-0.004200,0.033742
-0.172574,0.013292,0.039840,-0.001583,-0.003899,0.032817
-0.160453,0.014237,0.039358,-0.000748,-0.003714,0.031195
-0.148319,0.015486,0.037871,0.000066,-0.003601,0.028881
-0.136874,0.016999,0.035643,0.000624,-0.003564,0.026024
-0.126665,0.018525,0.033303,0.000750,-0.003663,0.022798
-0.118082,0.019682,0.031703,0.000378,-0.003950,0.019348
-0.111442,0.020240,0.031510,-0.000405,-0.004398,0.015790
-0.106986,0.020238,0.032921,-0.001367,-0.004869,0.012220
-0.104760,0.019828,0.035720,-0.002222,-0.005186,0.008738
-0.104565,0.019152,0.039432,-0.002743,-0.005202,0.005455
-0.105911,0.018325,0.043461,-0.002823,-0.004843,0.002486
-0.108034,0.017542,0.047245,-0.002475,-0.004102,-0.000091
-0.110057,0.017116,0.050272,-0.001802,-0.003006,-0.002294
-0.111294,0.017203,0.052071,-0.000936,-0.001583,-0.004252
-0.111710,0.017655,0.052389,0.000003,0.000129,-0.006157
-0.112242,0.018273,0.051172,0.000888,0.002060,-0.008267
